sId,tbId,fdId,name,isTree,description,descriptionEn,copyId,mapTreeId,mapTreeLevel,addWhere,isTypeRel,remark,queue,createUser,createTime,modifyUser,modifyTime,sTamp
43bd7c80-4e1d-4fce-8c4a-80b9c826467e,37a2390e-a44d-44e5-aceb-cf96a5004aec,b7cf25d7-c755-4557-b97f-b65da7219942,type,0,模板类型,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,2012-10-08 10:40:40.0847186 +08:00,,2012-10-10 13:48:33.5633316 +08:00,0x0000000000000912
445bf8a8-a426-4ff6-82dc-3fc789466114,2f161156-988e-4485-a6ef-96a3833bbc46,86395e05-b492-44b6-89da-35d0b965dce2,int1,0,int1,NULL,NULL,NULL,NULL,NULL,0,NULL,2,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-23 10:32:31.6908918 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-23 10:32:31.6908918 +08:00,0x00000000022DA5F9
4b739eb8-b3d2-497f-b772-55d6ae66e57b,6cd3429d-b3ff-4b7f-bb96-64b5e56612f7,88741423-7a39-43e9-a6bb-2c3c6e252494,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,2,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 18:12:58.5192007 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 18:58:36.4440853 +08:00,0x00000000022D58D4
4f5946ae-278c-4791-9f18-b8e29df34f9d,0baf1de8-7c9c-46ad-bbda-f7cd5a2ce146,6a6c94ab-1c1f-453d-a867-2336d8807760,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-05-27 16:58:52.1893788 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-05-27 16:58:52.1893788 +08:00,0x00000000022B7D66
51c77c69-126a-48ce-ae34-178cfdb851b8,6e063aba-7fd9-44ee-b30d-804daab02948,e3a24b4b-6c2e-4ae8-804e-81b0666fc91e,int1,0,分类,NULL,NULL,NULL,NULL,NULL,0,NULL,1,47c0bf38-8e92-43ea-8cfe-e3a7a7991e17,2019-03-21 14:27:21.8417349 +08:00,47c0bf38-8e92-43ea-8cfe-e3a7a7991e17,2019-03-21 14:27:21.8417349 +08:00,0x00000000022BA2D7
54e4b355-d0c8-4ff6-a66b-dd4fcf624aba,4518c812-24bd-4f7a-b2b0-c31e6c134fd4,e42b079e-a3a1-4019-b6db-12b6fe732bcf,int2,0,推荐,NULL,NULL,NULL,NULL,NULL,0,NULL,1,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 16:24:55.3562956 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 16:24:55.3562956 +08:00,0x00000000022FCFE9
57ce8744-df17-4779-9b19-8294e49faeac,79aec230-440b-4608-b501-cadba259baa0,3c171461-f0f7-4253-8dc6-0062b8e0e2ba,inout,0,问答类型,NULL,13234d17-d98f-4d7b-95b5-07596755fa61,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-28 21:04:37.1774481 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-28 21:04:37.1774481 +08:00,0x00000000022B7CBD
5d189dc6-f54d-4439-92b8-b3ce2898d016,82c4f5f6-2a39-40c5-be35-5edb82b7dec6,eebb9225-8abe-4349-ad60-ec75dad4b4e2,int1,0,文档类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-10 12:33:07.2372921 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-10 12:33:07.2372921 +08:00,0x00000000000DDF2D
5f06d3f7-a393-4488-8cb8-10ee868ce764,2eaa0faa-b3fe-4667-834a-eb7066cb441f,74e052fd-c50a-4316-bb08-a92a9d362947,int1,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-02-18 14:30:36.5788991 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-02-18 14:30:36.5788991 +08:00,0x000000000214ABE7
5f509b18-b552-4b87-a633-b3230a8328af,02f5953c-9721-4390-9946-e2076b4c9187,f6b8ebd7-283c-46d8-b8bd-5eacafb868cd,int1,0,文章类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-06-25 16:46:25.9201249 +08:00,24597ceb-8ffb-46a5-96c0-4d173393bb5c,2019-06-25 16:46:25.9201249 +08:00,0x00000000022F0D51
5f887af1-99af-4e26-900f-64206fb2b986,3573d648-c7f2-4a94-b2cb-37729a2b6f51,27478901-a234-4396-92d5-e6afc36feaf7,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-12-17 16:56:36.7337462 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-12-17 16:56:36.7337462 +08:00,0x00000000013A353F
629650f4-8dfc-4f93-85ea-86c5881335cc,f1a8226d-e9dd-449d-bcc1-ed3334f2375f,1195aea9-f287-4677-9188-03539cdd021a,int1,0,文件类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-07-18 12:19:38.1533196 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-07-18 12:19:38.1533196 +08:00,0x000000000019859B
62a3cb85-9f59-450c-b78f-6b85c5e8921f,79aec230-440b-4608-b501-cadba259baa0,e6462700-8e12-4fd9-a366-e0bf74a10481,type,0,消息类型,NULL,7dc99e1e-b461-4090-9e35-ac56706628d8,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-28 21:05:22.2104273 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-28 21:05:58.4374043 +08:00,0x00000000022B7CBE
66836d49-04c4-4275-b83b-bdfd93172592,6a722578-a5b1-498f-b27d-822a206b7c13,c948667f-7a28-4297-92e5-0c1f16e42cd2,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-20 21:59:07.0205015 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-20 21:59:07.0205015 +08:00,0x00000000000C3ADC
68170932-018d-4d4a-91d7-79aeebbf71d5,2bde7bfb-a313-44e6-8aa9-f3299c781bea,0f76d7d0-c004-4ad0-b6fd-b4a4c5d541f9,int1,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-12 15:18:45.8499530 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-09-12 15:18:45.8499530 +08:00,0x00000000001BC93C
