sId,tbId,fdId,name,isTree,description,descriptionEn,copyId,mapTreeId,mapTreeLevel,addWhere,isTypeRel,remark,queue,createUser,createTime,modifyUser,modifyTime,sTamp
04cf53c5-0904-4f36-9d80-28c47ed73141,27335ebe-7710-45fe-a7a3-75157313cecc,b90181a4-e54a-4d60-b21d-60612fffb42a,tag,0,操作标识,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 12:10:56.0042424 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2019-01-07 12:10:56.0042424 +08:00,0x00000000022B6BA8
0ebd9063-8fe2-46fe-bd34-b292a7db5401,9f7cddae-40c3-4ca9-b74a-f86bbee4a75c,0d678002-45bd-43db-b953-d89e0f9e9951,type,0,存储过程类型,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,2012-10-08 08:15:56.3184226 +08:00,,2012-10-08 08:15:56.3184226 +08:00,0x00000000000008BF
10e7e0f0-1ed5-48db-ab92-7e82d21ee23c,bf7c1cf4-b089-4ce1-81b6-aa678c1975d2,2848563f-5cef-472d-b2b4-bfa354ee2f97,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,2,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-13 22:11:56.7772272 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-13 22:11:56.7772272 +08:00,0x00000000022A52D1
11fc552c-f02d-42f2-ae40-2340d3ae0292,bb0dd33f-da18-463f-8bf0-c988c1610f0e,bada33d0-3cb3-4d31-bd54-a34ee7a6faf8,int1,0,关系,NULL,NULL,NULL,NULL,NULL,0,NULL,1,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 18:44:25.9373466 +08:00,1e670c58-9bc3-4f49-9cc0-c9cc064d782a,2019-08-12 18:44:25.9373466 +08:00,0x00000000022D582F
13234d17-d98f-4d7b-95b5-07596755fa61,2bf50b7c-aeb8-4922-9f6f-0e20fe6963ea,8ae6ab03-592d-4a5f-badf-34793286266f,inout,0,问答类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-07 11:42:40.1276775 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2014-12-07 11:42:40.1276775 +08:00,0x00000000022B7BAA
19879ae9-907f-4e0c-a0e0-1e79e36209d9,bf7c1cf4-b089-4ce1-81b6-aa678c1975d2,a5c9bffb-a570-479c-a0f5-1492a61c846f,payType,0,支付类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-13 21:54:16.8078150 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-11-13 21:54:16.8078150 +08:00,0x00000000022A52A0
1e0dadde-3f52-4e96-a5c7-e5ffafe425da,4bb79886-0adf-40aa-a56c-7b2bba26b6f6,06261d7e-36d4-4ef8-8065-58ec3cc8d54a,state,0,状态,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-05-27 13:36:06.1774281 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-05-27 13:36:06.1774281 +08:00,0x00000000022B7D2F
25816d8f-c3ab-453b-ba34-6c0a441a38ed,1901fdb3-72a4-4559-abd2-6ba9fcee5fa5,b607d811-189e-4a33-81f9-35b071b832e6,type,0,分组,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-05-16 08:54:58.0342021 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-05-16 08:54:58.0342021 +08:00,0x0000000000B7FDA4
292079f5-2d94-4b70-8541-149bf46db16c,378ea5cb-0916-4cbc-a10c-8742d36e3d1c,400acd2a-6a55-46f3-bf56-8f66e9c3a8c4,tbType,0,类型,NULL,NULL,NULL,NULL,NULL,1,NULL,1,,2012-10-06 22:54:44.1194880 +08:00,,2012-10-15 10:50:36.9009594 +08:00,0x00000000000007E7
2bd9e132-d76b-49a5-80d7-c1d9beb9e0c5,d4a68e5c-fadb-422e-bb1e-0b46d5aec873,bd9b1db8-2311-4dc9-a496-7522a0f51634,int1,0,分类,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 12:51:03.2840813 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-02-06 14:10:54.2615299 +08:00,0x00000000000DBCE9
328c0bbe-c59f-493c-95ba-a7bcf7f8a55f,16ef750c-dcb0-4363-9596-6b0b26d3f2e2,3cec410c-0572-41d9-98cc-0bf922d645be,displayType,0,显示类型,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,,2012-10-06 23:10:41.2982355 +08:00,,2012-10-06 23:10:53.9059566 +08:00,0x000000000000086E
34b1f476-cf38-481f-9a5e-124fec42350b,442a6886-d6a9-4ff6-9ede-a66a4328a394,83b8515a-259d-4251-929e-33e05fb908f1,int1,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-08-07 22:39:04.8245491 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-08-07 22:39:04.8245491 +08:00,0x00000000001AEFD6
3868375a-75b0-4f73-bda7-c52684efce98,c5a48c9c-0a3f-4dea-92d4-0cd466bc879c,44a5f938-c176-444c-8611-cccb612e7f4b,int1,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-02-19 13:32:26.1758291 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2018-02-19 13:32:26.1758291 +08:00,0x000000000214ADCE
3b3dc4fb-5be1-4599-829f-56cfb70436ac,ab52cd17-e597-4c87-a26c-f72ef9c6aeb9,1e7e2b13-a779-4cac-8526-4ec902013651,int1,0,分类,NULL,NULL,NULL,NULL,NULL,0,NULL,2,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:21:12.6779335 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-04 15:21:12.6779335 +08:00,0x00000000022FCCCC
3b9387ac-1158-4d46-af9e-705be2ed244b,7384f5eb-7047-4761-90c5-2e10fe2a057e,8d315cd4-e7e1-4cdb-a11f-f58b86895d1e,state,0,状态,NULL,755426d8-367a-440d-bc01-92ffb773d677,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-08-30 10:21:17.5621728 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2015-08-30 13:19:03.1814293 +08:00,0x00000000022D48F7
3c7992b5-6c38-4549-b7e2-ab8604ffe5f5,fa1332f8-b592-4b7b-90e6-2ec71e03690c,9b5f1c05-fbab-4789-8b9c-b5d4a09d319a,int1,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-07 11:26:48.4281850 +08:00,624c460c-aa32-4f56-850b-3f08fd4848bf,2019-11-07 11:26:48.4281850 +08:00,0x00000000022FD54F
40e75c37-2a6b-4d37-9b30-b4cbf736bea7,af6e34a2-e87e-48e0-9ac9-7cc2d2b74b32,0abd1691-6bc3-4e2c-a504-2287085e8b98,type,0,类型,NULL,NULL,NULL,NULL,NULL,0,NULL,1,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-01-21 22:44:31.3585280 +08:00,295e169d-cf86-4077-b8a9-4c5ec42b565d,2016-01-21 22:44:31.3585280 +08:00,0x00000000004E6546
